City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
235,Pedernales,DO,2021-05-31 16:15:28,18.0384,-71.744,85.12,62,77,2.37,broken clouds
236,Visnes,NO,2021-05-31 16:15:29,59.3556,5.2242,61.11,76,0,9.22,clear sky
237,Quatre Cocos,MU,2021-05-31 16:15:29,-20.2078,57.7625,73.51,72,1,10.74,clear sky
238,La Ronge,CA,2021-05-31 16:15:29,55.1001,-105.2842,64.65,39,90,2.3,overcast clouds
239,Le Port,RE,2021-05-31 16:10:39,-20.9373,55.2919,71.6,92,2,2.77,clear sky
240,Lazaro Cardenas,MX,2021-05-31 16:15:30,17.9583,-102.2,85.95,61,88,4.16,overcast clouds
241,Coquimbo,CL,2021-05-31 16:15:30,-29.9533,-71.3436,67.73,55,0,1.25,clear sky
242,Manzanares,ES,2021-05-31 16:15:31,38.9991,-3.3699,87.35,31,97,12.88,overcast clouds
243,Caranavi,BO,2021-05-31 16:15:31,-15.8167,-67.55,67.64,85,100,2.91,overcast clouds
244,Mandalgovi,MN,2021-05-31 16:15:31,45.7625,106.2708,42.76,32,37,10.16,scattered clouds
245,Bollnas,SE,2021-05-31 16:15:32,61.3482,16.3946,60.39,36,100,2.93,overcast clouds
246,Quelimane,MZ,2021-05-31 16:15:32,-17.8786,36.8883,64.35,77,0,3.44,clear sky
247,Batagay-Alyta,RU,2021-05-31 16:15:32,67.8006,130.4114,41.23,89,99,2.89,overcast clouds
248,Leeton,AU,2021-05-31 16:15:33,-34.5667,146.4,46.76,56,100,5.61,overcast clouds
249,Olafsvik,IS,2021-05-31 16:15:33,64.8945,-23.7142,46.08,77,85,19.51,overcast clouds
250,Tromso,NO,2021-05-31 16:15:34,69.6496,18.957,54.25,87,75,11.5,broken clouds
251,Freeport,US,2021-05-31 16:15:34,40.6576,-73.5832,61.02,75,90,7.0,overcast clouds
252,Kabinda,CD,2021-05-31 16:15:35,-6.1333,24.4833,77.79,37,56,3.33,broken clouds
253,Binga,ZW,2021-05-31 16:15:35,-17.6203,27.3414,69.58,44,53,4.68,broken clouds
254,Fevik,NO,2021-05-31 16:15:35,58.3794,8.6766,80.1,57,71,7.67,broken clouds
255,Linxia,CN,2021-05-31 16:15:36,35.6003,103.2064,53.94,59,100,3.13,overcast clouds
256,Antsohihy,MG,2021-05-31 16:15:36,-14.8796,47.9875,75.6,76,11,3.13,few clouds
257,Miraflores,MX,2021-05-31 16:15:37,19.2167,-98.8083,66.96,52,100,1.86,overcast clouds
258,Vila Franca Do Campo,PT,2021-05-31 16:15:37,37.7167,-25.4333,68.41,72,72,9.78,broken clouds
259,Kahului,US,2021-05-31 16:15:37,20.8947,-156.47,75.85,77,1,0.0,clear sky
260,Praia,CV,2021-05-31 16:15:17,14.9215,-23.5087,79.34,61,75,23.02,broken clouds
261,Mae Sai,TH,2021-05-31 16:11:35,20.4335,99.8762,79.92,92,81,1.9,broken clouds
262,Matara,LK,2021-05-31 16:15:38,5.9485,80.5353,80.51,85,91,13.78,overcast clouds
263,Union,US,2021-05-31 16:15:38,40.6334,-74.2663,64.29,72,90,9.22,overcast clouds
264,Lebu,CL,2021-05-31 16:11:50,-37.6167,-73.65,57.92,94,100,11.88,overcast clouds
265,Geraldton,AU,2021-05-31 16:12:45,-28.7667,114.6,54.01,87,39,14.16,scattered clouds
266,Tingi,TZ,2021-05-31 16:15:39,-11.3,35.0333,61.65,85,49,3.27,scattered clouds
267,Bairiki,KI,2021-05-31 16:15:39,1.3292,172.9752,82.4,78,20,15.41,light rain
268,Zhob,PK,2021-05-31 16:13:03,31.3411,69.4481,87.48,6,0,4.36,clear sky
269,Concarneau,FR,2021-05-31 16:15:40,47.875,-3.9225,75.97,61,26,4.68,scattered clouds
270,Pontalina,BR,2021-05-31 16:15:40,-17.525,-49.4472,87.22,33,100,4.29,overcast clouds
271,Port Macquarie,AU,2021-05-31 16:15:41,-31.4333,152.9167,49.37,90,7,4.9,clear sky
272,Huilong,CN,2021-05-31 16:15:41,31.8111,121.655,72.03,84,58,14.23,broken clouds
273,Chokurdakh,RU,2021-05-31 16:11:46,70.6333,147.9167,52.63,55,26,9.04,scattered clouds
274,Vietri Sul Mare,IT,2021-05-31 16:15:41,40.6687,14.7253,76.77,60,77,3.0,broken clouds
275,Teya,RU,2021-05-31 16:15:42,60.3778,92.6267,50.13,66,100,5.5,overcast clouds
276,Coihaique,CL,2021-05-31 16:11:48,-45.5752,-72.0662,48.81,93,90,10.36,light rain
277,Baiyin,CN,2021-05-31 16:15:43,36.5583,104.2081,54.48,46,100,7.61,overcast clouds
278,Mattru,SL,2021-05-31 16:15:43,7.6244,-11.8332,72.64,97,100,3.02,light rain
279,Belomorsk,RU,2021-05-31 16:15:43,64.5232,34.7668,53.78,64,93,5.26,overcast clouds
280,Brownwood,US,2021-05-31 16:14:13,31.7093,-98.9912,79.29,69,98,17.72,overcast clouds
281,Port Hardy,CA,2021-05-31 16:12:10,50.6996,-127.4199,59.18,94,90,2.3,overcast clouds
282,Were Ilu,ET,2021-05-31 16:15:44,10.6,39.4333,63.55,36,63,9.57,broken clouds
283,Balkhash,KZ,2021-05-31 16:15:45,46.844,74.9804,75.99,23,9,8.37,clear sky
284,Bubaque,GW,2021-05-31 16:15:45,11.2833,-15.8333,78.75,75,98,11.65,overcast clouds
285,Bokoro,TD,2021-05-31 16:15:45,12.3807,17.0568,108.16,9,9,7.47,clear sky
286,Grand Forks,US,2021-05-31 16:15:46,47.9417,-97.4337,62.53,54,1,6.91,clear sky
287,Kargasok,RU,2021-05-31 16:15:46,59.0556,80.8572,68.85,55,92,10.47,overcast clouds
288,San Juan De Uraba,CO,2021-05-31 16:15:46,8.7592,-76.5297,84.07,76,94,6.33,overcast clouds
289,Port Pirie,AU,2021-05-31 16:15:47,-33.1833,138.0167,55.49,36,98,7.92,overcast clouds
290,Kango,GA,2021-05-31 16:15:47,0.1943,10.0951,83.07,87,92,0.72,moderate rain
291,Ankang,CN,2021-05-31 16:15:47,32.68,109.0172,73.65,80,93,2.24,light rain
292,Yaan,NG,2021-05-31 16:15:48,7.3833,8.5667,82.4,74,98,8.16,overcast clouds
293,Palapye,BW,2021-05-31 16:15:48,-22.546,27.1251,61.54,60,16,8.52,few clouds
294,Khombole,SN,2021-05-31 16:15:49,14.7667,-16.7,85.01,29,88,13.87,overcast clouds
295,Manono,CD,2021-05-31 16:15:49,-7.3,27.4167,80.22,37,61,4.29,broken clouds
296,Anzhero-Sudzhensk,RU,2021-05-31 16:15:50,56.081,86.0285,65.86,67,12,5.44,few clouds
297,College,US,2021-05-31 16:11:40,64.8569,-147.8028,56.8,64,75,4.61,broken clouds
298,Newport,GB,2021-05-31 16:15:50,51.5877,-2.9984,74.77,61,62,8.93,broken clouds
299,Kirensk,RU,2021-05-31 16:15:50,57.7853,108.1119,37.71,98,78,0.85,broken clouds
300,Sillanwali,PK,2021-05-31 16:15:51,31.8261,72.5398,83.61,46,20,17.92,few clouds
301,Ellisras,ZA,2021-05-31 16:15:51,-23.6649,27.7443,59.86,64,2,5.95,clear sky
302,Saint George,US,2021-05-31 16:08:09,37.1041,-113.5841,88.27,14,1,4.0,clear sky
303,Milkovo,RU,2021-05-31 16:15:52,54.7167,158.6167,42.82,79,100,2.68,overcast clouds
304,Izumi,JP,2021-05-31 16:15:52,34.4833,135.4333,67.96,77,5,4.23,clear sky
305,Sistranda,NO,2021-05-31 16:15:52,63.7256,8.834,57.16,85,100,12.44,overcast clouds
306,Slyudyanka,RU,2021-05-31 16:15:53,51.6594,103.7061,35.22,91,74,4.23,broken clouds
307,Okhotsk,RU,2021-05-31 16:11:30,59.3833,143.3,38.59,86,100,5.77,overcast clouds
308,Lompoc,US,2021-05-31 16:12:00,34.6391,-120.4579,60.1,100,90,4.79,overcast clouds
309,Valdivia,CL,2021-05-31 16:15:53,-39.8142,-73.2459,59.09,98,100,8.03,light rain
310,Boke,GN,2021-05-31 16:15:55,10.9409,-14.2967,83.34,64,100,7.92,overcast clouds
311,Ruidoso,US,2021-05-31 16:15:55,33.3317,-105.673,69.71,75,40,1.01,scattered clouds
312,Alice Springs,AU,2021-05-31 16:11:47,-23.7,133.8833,54.95,33,90,8.66,overcast clouds
313,Boden,SE,2021-05-31 16:15:56,65.8252,21.6886,62.6,36,100,5.7,overcast clouds
314,Sinnamary,GF,2021-05-31 16:15:56,5.3833,-52.95,76.48,94,100,8.81,light rain
315,Mount Gambier,AU,2021-05-31 16:12:20,-37.8333,140.7667,45.9,44,100,7.31,overcast clouds
316,Saint Anthony,US,2021-05-31 16:15:56,45.0205,-93.218,71.26,70,1,1.01,clear sky
317,Jalu,LY,2021-05-31 16:15:57,29.0331,21.5482,95.54,15,9,14.74,clear sky
318,Powell,US,2021-05-31 16:12:44,40.1578,-83.0752,69.8,42,1,3.0,clear sky
319,Rafai,CF,2021-05-31 16:15:57,4.95,23.9167,85.21,52,64,2.53,broken clouds
320,Mezen,RU,2021-05-31 16:15:58,65.8522,44.24,52.0,58,74,7.92,broken clouds
321,Saint-Pierre,RE,2021-05-31 16:15:58,-21.3393,55.4781,71.28,79,75,4.61,broken clouds
322,Ixtapa,MX,2021-05-31 16:15:58,20.7,-105.2,81.63,61,75,0.0,broken clouds
323,Narsaq,GL,2021-05-31 16:11:24,60.9167,-46.05,48.42,61,87,8.7,overcast clouds
324,Uruzgan,AF,2021-05-31 16:15:59,32.8333,66.0,78.13,10,0,5.14,clear sky
325,Powell River,CA,2021-05-31 16:15:18,49.8496,-124.5361,64.09,78,98,3.49,overcast clouds
326,Zhuhai,CN,2021-05-31 16:10:51,22.2769,113.5678,84.11,89,40,12.17,moderate rain
327,Alofi,NU,2021-05-31 16:11:54,-19.0595,-169.9187,79.2,76,46,3.49,light rain
328,Maputo,MZ,2021-05-31 16:16:00,-25.9653,32.5892,69.48,80,75,4.61,broken clouds
329,Cockburn Town,TC,2021-05-31 16:16:00,21.4612,-71.1419,80.42,76,100,17.72,overcast clouds
330,Sanmenxia,CN,2021-05-31 16:11:11,34.7747,111.1814,70.65,69,99,0.65,light rain
331,Sipe Sipe,BO,2021-05-31 16:16:01,-17.45,-66.3833,64.89,33,100,0.4,overcast clouds
332,Liverpool,GB,2021-05-31 16:13:44,53.4106,-2.9779,73.85,53,36,5.01,scattered clouds
333,Fort Nelson,CA,2021-05-31 16:12:13,58.8053,-122.7002,63.86,42,61,3.42,broken clouds
334,San Patricio,US,2021-05-31 16:12:58,28.017,-97.5169,86.09,63,36,15.93,scattered clouds
335,Yongzhou,CN,2021-05-31 16:16:01,26.4559,111.5988,74.37,95,6,1.72,clear sky
336,Saint-Joseph,RE,2021-05-31 16:16:02,-21.3667,55.6167,70.18,74,12,6.31,few clouds
337,Kendal,GB,2021-05-31 16:16:02,54.3268,-2.7476,72.32,73,21,8.52,few clouds
338,Codrington,AU,2021-05-31 16:11:46,-38.2667,141.9667,48.34,43,100,11.68,overcast clouds
339,Malanje,AO,2021-05-31 16:16:03,-9.5402,16.341,75.52,36,1,2.51,clear sky
340,Belmonte,BR,2021-05-31 16:16:03,-15.8631,-38.8828,82.9,65,80,9.17,broken clouds
341,Hit,IQ,2021-05-31 16:16:03,33.6416,42.8251,97.65,9,1,6.85,clear sky
342,Capaci,IT,2021-05-31 16:16:04,38.1711,13.2393,75.13,67,20,1.99,few clouds
343,Half Moon Bay,US,2021-05-31 16:12:31,37.4636,-122.4286,79.29,68,1,5.23,clear sky
344,Zlynka,RU,2021-05-31 16:16:04,52.4267,31.7378,55.18,78,51,5.99,broken clouds
345,Vanavara,RU,2021-05-31 16:16:04,60.34,102.2797,47.59,72,10,3.96,clear sky
346,Hanzhong,CN,2021-05-31 16:16:05,33.0728,107.0303,68.61,94,100,6.71,light rain
347,Wawa,NG,2021-05-31 16:12:16,9.9022,4.4192,99.37,29,87,6.6,overcast clouds
348,Chapais,CA,2021-05-31 16:11:39,49.7834,-74.8492,67.84,26,52,7.14,broken clouds
349,Matay,EG,2021-05-31 16:16:05,28.419,30.7792,105.6,11,0,14.18,clear sky
350,Acheng,CN,2021-05-31 16:16:06,45.5454,126.977,67.93,58,100,8.63,overcast clouds
351,Molochnoye,RU,2021-05-31 16:16:06,59.2917,39.6787,53.28,55,38,2.75,scattered clouds
352,Havoysund,NO,2021-05-31 16:16:06,70.9963,24.6622,43.68,98,100,24.47,overcast clouds
353,Richards Bay,ZA,2021-05-31 16:16:07,-28.783,32.0377,66.25,68,62,12.57,broken clouds
354,Lorengau,PG,2021-05-31 16:16:07,-2.0226,147.2712,80.42,85,100,11.61,overcast clouds
355,Vokhtoga,RU,2021-05-31 16:16:07,58.8147,41.0461,53.01,54,59,3.06,broken clouds
356,Xining,CN,2021-05-31 16:16:08,36.6167,101.7667,49.93,71,96,1.66,overcast clouds
357,Arlit,NE,2021-05-31 16:16:08,18.7369,7.3853,108.23,4,91,12.12,overcast clouds
358,Azuqueca De Henares,ES,2021-05-31 16:16:09,40.5669,-3.2599,89.55,31,20,21.32,few clouds
359,Chunhuhub,MX,2021-05-31 16:16:09,19.55,-88.6833,91.02,43,8,5.41,clear sky
360,Sao Joao Da Barra,BR,2021-05-31 16:11:25,-21.6403,-41.0511,77.0,79,96,6.44,overcast clouds
361,Waddan,LY,2021-05-31 16:16:10,29.1614,16.139,95.68,15,5,7.85,clear sky
362,Jieshi,CN,2021-05-31 16:16:10,22.8134,115.8257,79.5,92,100,9.71,light rain
363,Staryy Nadym,RU,2021-05-31 16:16:10,65.6118,72.6842,47.93,41,75,8.46,broken clouds
364,Loding,NO,2021-05-31 16:16:11,67.3,14.75,52.84,84,75,1.99,broken clouds
365,Uelzen,DE,2021-05-31 16:16:11,52.9667,10.5667,73.02,46,16,6.87,few clouds
366,Rio Verde De Mato Grosso,BR,2021-05-31 16:16:11,-18.9181,-54.8442,86.0,39,88,3.13,overcast clouds
367,Padang,ID,2021-05-31 16:12:18,-0.9492,100.3543,78.55,85,88,2.64,overcast clouds
368,Maku,IR,2021-05-31 16:16:12,39.2911,44.4521,72.93,32,2,9.06,clear sky
369,Oktyabrskoye,RU,2021-05-31 16:16:12,43.0645,44.7417,71.74,56,40,3.78,scattered clouds
370,Aksu,CN,2021-05-31 16:16:12,41.1231,80.2644,74.01,37,83,16.04,broken clouds
371,Conceicao Do Mato Dentro,BR,2021-05-31 16:16:13,-19.0372,-43.425,78.98,51,94,3.62,heavy intensity rain
372,Ojinaga,MX,2021-05-31 16:16:13,29.5667,-104.4167,83.35,51,1,3.44,clear sky
373,Tazovskiy,RU,2021-05-31 16:16:13,67.4667,78.7,36.54,68,98,2.91,overcast clouds
374,Erzin,TR,2021-05-31 16:16:14,36.9559,36.2,82.92,47,1,10.2,clear sky
375,Yulara,AU,2021-05-31 16:11:16,-25.2406,130.9889,60.64,36,90,1.14,overcast clouds
376,Airai,TL,2021-05-31 16:12:05,-8.9266,125.4092,59.43,95,96,2.17,overcast clouds
377,Talcahuano,CL,2021-05-31 16:16:14,-36.7167,-73.1167,56.88,100,90,10.36,fog
378,Locri,IT,2021-05-31 16:16:15,38.2414,16.2623,73.76,69,64,7.65,broken clouds
379,Naze,JP,2021-05-31 16:16:15,28.3667,129.4833,71.22,78,51,17.18,broken clouds
380,Qandala,SO,2021-05-31 16:16:15,11.472,49.8728,88.88,59,60,6.85,broken clouds
381,Vanino,RU,2021-05-31 16:16:16,49.0869,140.2543,37.69,74,33,2.21,scattered clouds
382,Fasa,IR,2021-05-31 16:16:16,28.9383,53.6482,90.64,10,0,6.91,clear sky
383,Evinayong,GQ,2021-05-31 16:16:16,1.4368,10.5512,76.17,93,96,1.5,light rain
384,Smithers,CA,2021-05-31 16:13:44,54.7804,-127.1743,50.99,95,100,1.54,overcast clouds
385,Kemijarvi,FI,2021-05-31 16:16:17,66.7131,27.4306,53.2,52,99,6.8,overcast clouds
386,Sumbe,AO,2021-05-31 16:16:17,-11.2061,13.8437,80.44,70,2,5.17,clear sky
387,Nagato,JP,2021-05-31 16:15:48,34.3833,131.2,67.91,67,75,4.72,broken clouds
388,Dali,CN,2021-05-31 16:16:18,25.7,100.1833,65.12,75,14,5.66,few clouds
389,Mindelo,CV,2021-05-31 16:16:18,16.8901,-24.9804,78.35,65,20,22.12,few clouds
390,Taltal,CL,2021-05-31 16:16:18,-25.4,-70.4833,70.21,59,9,4.43,clear sky
391,Murgab,TM,2021-05-31 16:16:19,37.4966,61.9714,94.87,26,2,5.55,clear sky
392,Tocopilla,CL,2021-05-31 16:16:19,-22.092,-70.1979,69.84,63,42,6.02,scattered clouds
393,Palu,ID,2021-05-31 16:16:20,-0.8917,119.8707,76.87,96,94,2.33,overcast clouds
394,Greenville,US,2021-05-31 16:16:20,35.6127,-77.3663,72.14,62,40,10.36,scattered clouds
395,Staraya Poltavka,RU,2021-05-31 16:16:20,50.4772,46.4814,69.57,73,88,12.77,overcast clouds
396,Kruisfontein,ZA,2021-05-31 16:11:36,-34.0033,24.7314,55.89,76,99,12.59,overcast clouds
397,Ust-Nera,RU,2021-05-31 16:16:21,64.5667,143.2,49.21,77,100,2.59,light rain
398,Moron,AR,2021-05-31 16:13:05,-34.6534,-58.6198,64.83,55,83,10.78,broken clouds
399,Wadi Maliz,TN,2021-05-31 16:16:21,36.4681,8.5495,91.06,25,100,10.65,overcast clouds
400,Turayf,SA,2021-05-31 16:16:22,31.6725,38.6637,95.25,16,0,6.91,clear sky
401,Upata,VE,2021-05-31 16:16:22,8.0086,-62.3989,81.19,65,64,3.85,broken clouds
402,Lafiagi,NG,2021-05-31 16:16:22,8.8667,5.4167,100.72,31,75,7.87,broken clouds
403,Nadadores,MX,2021-05-31 16:16:23,27.05,-101.6,77.88,53,90,4.65,overcast clouds
404,Varhaug,NO,2021-05-31 16:16:23,58.6147,5.6457,65.86,69,6,14.36,light rain
405,Port Hedland,AU,2021-05-31 16:16:23,-20.3167,118.5667,69.85,83,80,5.75,broken clouds
406,Cap-Aux-Meules,CA,2021-05-31 16:16:24,47.3821,-61.8597,50.05,87,90,13.8,overcast clouds
407,Pinkafeld,AT,2021-05-31 16:16:24,47.3667,16.1167,66.24,60,87,9.08,overcast clouds
408,Tilichiki,RU,2021-05-31 16:16:24,60.4667,166.1,35.76,83,100,5.12,overcast clouds
409,Lebedinyy,RU,2021-05-31 16:16:25,58.5167,125.5167,47.95,77,60,6.42,broken clouds
410,Kirkenes,NO,2021-05-31 16:14:10,69.7271,30.0458,47.35,61,40,18.41,scattered clouds
411,Kupang,ID,2021-05-31 16:16:25,-10.1667,123.5833,75.96,89,100,6.62,overcast clouds
412,Libreville,GA,2021-05-31 16:16:25,0.3925,9.4537,84.22,79,20,4.61,light rain
413,Sola,VU,2021-05-31 16:16:26,-13.8833,167.55,76.87,83,100,13.31,light rain
414,Eisenberg,DE,2021-05-31 16:16:26,50.9667,11.9,68.2,33,26,4.0,scattered clouds
415,Nykoping,SE,2021-05-31 16:16:26,58.753,17.0079,67.86,37,0,4.61,clear sky
416,Hofn,IS,2021-05-31 16:12:28,64.2539,-15.2082,46.35,86,64,10.51,broken clouds
417,Hirado,JP,2021-05-31 16:16:27,33.3597,129.5531,72.36,75,100,11.27,overcast clouds
418,San Lawrenz,MT,2021-05-31 16:16:27,36.0553,14.204,72.86,73,18,1.99,few clouds
419,Iqaluit,CA,2021-05-31 16:11:15,63.7506,-68.5145,34.7,74,94,5.99,light rain
420,Rio Grande,BR,2021-05-31 16:13:46,-32.035,-52.0986,64.51,45,10,12.73,clear sky
421,Camana,PE,2021-05-31 16:16:28,-16.6228,-72.7111,68.32,78,100,9.57,overcast clouds
422,Minbu,MM,2021-05-31 16:16:28,20.1833,94.8833,85.59,62,82,7.85,broken clouds
423,Salekhard,RU,2021-05-31 16:16:29,66.53,66.6019,46.17,57,42,15.48,scattered clouds
424,Yeppoon,AU,2021-05-31 16:16:29,-23.1333,150.7333,58.78,81,7,12.35,clear sky
425,Los Llanos De Aridane,ES,2021-05-31 16:11:32,28.6585,-17.9182,68.13,78,75,9.1,broken clouds
426,Pavlovsk,RU,2021-05-31 16:16:29,50.4578,40.1081,59.13,72,100,7.47,overcast clouds
427,Ekhabi,RU,2021-05-31 16:16:30,53.5102,142.9671,33.87,87,12,8.75,few clouds
428,Abu Samrah,SY,2021-05-31 16:16:30,35.3029,37.1841,86.05,17,0,21.59,clear sky
429,Katghora,IN,2021-05-31 16:16:30,22.5,82.55,92.88,28,100,2.73,overcast clouds
430,Bumbuna,SL,2021-05-31 16:16:31,9.05,-11.7333,82.09,71,100,2.98,overcast clouds
431,Guanambi,BR,2021-05-31 16:16:31,-14.2233,-42.7814,89.56,21,38,8.93,scattered clouds
432,Port Moresby,PG,2021-05-31 16:16:32,-9.4431,147.1797,74.39,88,100,11.63,overcast clouds
433,Pimentel,PE,2021-05-31 16:16:32,-6.8367,-79.9342,71.89,81,90,3.0,overcast clouds
434,Brae,GB,2021-05-31 16:16:32,60.3964,-1.353,48.11,77,5,12.57,clear sky
435,Coos Bay,US,2021-05-31 16:11:57,43.3665,-124.2179,69.85,72,1,6.91,clear sky
436,Wenling,CN,2021-05-31 16:16:33,28.3669,121.36,69.64,93,82,3.31,broken clouds
437,Poum,NC,2021-05-31 16:11:32,-20.2333,164.0167,71.56,57,29,16.44,scattered clouds
438,Harwich,GB,2021-05-31 16:16:33,51.9419,1.2844,69.98,81,3,11.59,clear sky
439,Kaeo,NZ,2021-05-31 16:11:47,-35.1,173.7833,53.33,94,15,5.93,few clouds
440,Krasnoselkup,RU,2021-05-31 16:16:34,65.7,82.4667,43.16,60,100,8.9,overcast clouds
441,Cochrane,CA,2021-05-31 16:15:18,51.1834,-114.4687,68.63,41,1,4.16,clear sky
442,Luba,GQ,2021-05-31 16:16:34,3.4568,8.5547,81.28,83,100,8.03,light rain
443,Deputatskiy,RU,2021-05-31 16:06:40,69.3,139.9,50.54,53,90,3.47,overcast clouds
444,Lugovoy,KZ,2021-05-31 16:16:35,42.9472,72.7644,71.69,40,54,9.08,broken clouds
445,Aranos,NA,2021-05-31 16:16:35,-24.1333,19.1167,66.92,18,8,11.27,clear sky
446,Dicabisagan,PH,2021-05-31 16:16:36,17.0818,122.4157,80.92,86,91,3.04,overcast clouds
447,Trogir,HR,2021-05-31 16:16:36,43.5125,16.2517,73.8,33,20,10.36,few clouds
448,Umm Lajj,SA,2021-05-31 16:16:36,25.0213,37.2685,88.83,51,3,11.34,clear sky
449,Odweyne,SO,2021-05-31 16:16:37,9.4092,45.064,84.61,38,95,12.75,overcast clouds
450,Meulaboh,ID,2021-05-31 16:16:37,4.1363,96.1285,77.68,86,95,2.01,overcast clouds
451,Saurimo,AO,2021-05-31 16:16:37,-9.6608,20.3916,73.13,33,8,3.33,clear sky
452,Grindavik,IS,2021-05-31 16:16:38,63.8424,-22.4338,48.67,76,75,21.83,broken clouds
453,Tefe,BR,2021-05-31 16:16:38,-3.3542,-64.7114,87.91,74,40,5.75,scattered clouds
454,Pozo Colorado,PY,2021-05-31 16:16:38,-23.4923,-58.7972,77.63,19,0,4.38,clear sky
455,Puerto El Triunfo,SV,2021-05-31 16:16:39,13.2833,-88.55,92.32,58,22,7.16,few clouds
456,Carlsbad,US,2021-05-31 16:16:39,33.1581,-117.3506,69.8,80,90,1.99,overcast clouds
457,Naryan-Mar,RU,2021-05-31 16:12:34,67.6713,53.087,42.46,85,100,15.01,overcast clouds
458,Vredendal,ZA,2021-05-31 16:16:40,-31.6683,18.5012,57.87,74,28,9.71,scattered clouds
459,Urumqi,CN,2021-05-31 16:16:40,43.801,87.6005,76.15,15,0,2.59,clear sky
460,Ahipara,NZ,2021-05-31 16:12:19,-35.1667,173.1667,57.92,78,9,12.17,clear sky
461,Ponta Delgada,PT,2021-05-31 16:16:41,37.7333,-25.6667,68.72,73,20,17.27,few clouds
462,Tezu,IN,2021-05-31 16:12:15,27.9167,96.1667,74.17,96,100,3.29,overcast clouds
463,Gorontalo,ID,2021-05-31 16:16:41,0.5412,123.0595,76.33,95,100,2.62,light rain
464,Namibe,AO,2021-05-31 16:16:42,-15.1961,12.1522,77.29,57,1,14.99,clear sky
465,Coihueco,CL,2021-05-31 16:16:42,-36.6167,-71.8333,54.34,100,90,3.98,moderate rain
466,Lewiston,US,2021-05-31 16:12:04,44.1003,-70.2148,55.24,96,90,12.66,overcast clouds
467,Pevek,RU,2021-05-31 16:11:29,69.7008,170.3133,37.53,66,30,1.1,scattered clouds
468,Acajutla,SV,2021-05-31 16:16:42,13.5928,-89.8275,89.8,61,79,7.34,broken clouds
469,Hosanagara,IN,2021-05-31 16:16:43,13.9167,75.0667,71.26,96,60,4.27,light rain
470,Rio Gallegos,AR,2021-05-31 16:16:43,-51.6226,-69.2181,33.85,80,90,4.61,overcast clouds
471,Cabo San Lucas,MX,2021-05-31 16:12:21,22.8909,-109.9124,89.82,47,1,6.91,clear sky
